sid	unlock_date	total_equity	ratio_to_total_equity	type	after_ratio_to_total_equity	before_ratio_to_total_equity	after_total_number	before_total_number	cumsum_unlock_times
v0	v1	v2	v3	v4	v5	v6	v7	v8	v9
sid	date	c	c	d	c	c	c	c	d
002100.SZ	20180731	96338.46	26.36	定向增发机构配售股份	86.06	59.7	82907.57	57513.72	8
600400.SS	20180803	142370.06	21.28	定向增发机构配售股份	100	78.72	142370.06	112079.93	3
000939.SZ	20180803	150729.24	28.13	定向增发机构配售股份	99.85	71.72	150499.14	108100.78	6
600847.SS	20180803	15566.04	0.18	股权激励限售股份	100	99.82	15566.04	15538.54	5
600682.SS	20180803	82801.63	12.29	定向增发机构配售股份	99.95	87.66	82759.33	72583.89	12
300144.SZ	20180803	145261.36	5.06	定向增发机构配售股份	83.2	78.14	120860.7	113513.36	10
000623.SZ	20180804	89443.84	2	股权分置限售股份	96.22	94.22	86059.59	84270.71	10
002323.SZ	20180805	74572.97	56.72	定向增发机构配售股份	91.77	35.05	68435.76	26139.2	5
002273.SZ	20180805	65491.81	1.27	定向增发机构配售股份	94.43	93.16	61841.78	61012.74	10
300289.SZ	20180806	42409.02	7.34	定向增发机构配售股份	81.64	74.3	34622.63	31509.37	12
300437.SZ	20180806	20076	1.05	定向增发机构配售股份	92.3	91.25	18529.5	18319.5	2
600105.SS	20180807	94499.31	19.37	定向增发机构配售股份	100	80.63	94499.31	76190.93	5
601872.SS	20180811	529945.81	10.92	定向增发机构配售股份	100	89.08	529945.81	472092.18	5
600242.SS	20180811	41801.13	4.33	定向增发机构配售股份	72.59	68.26	30343.94	28534.1	8
600619.SS	20180812	86631.07	14.03	定向增发机构配售股份	67.2	53.16	58214.1	46057.06	6
600022.SS	20180812	842042.28	2.36	定向增发机构配售股份	100	97.64	842042.28	822201.01	9
300319.SZ	20180813	21187.48	27.57	定向增发机构配售股份	68.77	41.2	14570.91	8728.49	8
300187.SZ	20180813	64760.49	5.9	定向增发机构配售股份	98.19	92.29	63590.4	59767.53	5
600639.SS	20180813	112241.29	13.1	定向增发机构配售股份	75.75	62.65	85023.67	70316.63	4
300118.SZ	20180814	67459.39	1.46	股权激励限售股份	70.92	69.46	47844.26	46857	8
002408.SZ	20180817	177520.93	3.83	定向增发机构配售股份	98.25	94.42	174415.28	167607.59	4
300292.SZ	20180817	31871.26	6.98	定向增发机构配售股份	76.4	69.42	24349.74	22126.42	10
300343.SZ	20180817	59039.27	7.97	定向增发机构配售股份	74.44	66.47	43950.03	39242.72	4
600715.SS	20180818	164912.9	50.67	定向增发机构配售股份	77.87	27.2	128419.96	44851.2	3
000936.SZ	20180818	88601.29	15.58	定向增发机构配售股份	99.96	84.38	88563.29	74763.29	4
002202.SZ	20180818	273554.1	1.5	定向增发机构配售股份	80.36	78.86	219833.52	215738.22	4
600525.SS	20180818	131801.82	3.8	定向增发机构配售股份	89.2	85.41	117570.64	112566.3	10
300222.SZ	20180818	70547.56	2.23	定向增发机构配售股份	68.17	65.94	48094.64	46520.54	7
300350.SZ	20180819	29646.69	25.4	定向增发机构配售股份	77.13	51.72	22865.61	15333.89	3
600338.SS	20180820	65300.73	75.75	定向增发机构配售股份	100	24.25	65300.73	15833.33	4
300066.SZ	20180820	104003.33	4.03	定向增发机构配售股份	94.25	90.23	98025.71	93838.46	8
300203.SZ	20180820	45298.34	0.08	股权激励限售股份	99.99	99.91	45291.58	45255.98	8
002738.SZ	20180820	18691.5	1.48	股权激励限售股份	88.95	87.47	16625.7	16349.1	3
300395.SZ	20180820	19680	0.41	股权激励限售股份	96.49	96.08	18989.11	18908.11	2
300471.SZ	20180820	14832.8	1.5	股权激励限售股份	94.24	92.74	13978.8	13756.08	2
600718.SS	20180821	124257.67	0.48	股权激励限售股份	100	99.52	124257.67	123658.37	2
000902.SZ	20180821	131844.93	0.4	股权激励限售股份	100	99.6	131844.93	131320.53	6
002366.SZ	20180821	43352.87	6.81	定向增发机构配售股份	96.79	89.98	41961.95	39009.2	6
300322.SZ	20180821	40821.44	0.12	股权激励限售股份	88.39	88.27	36082.28	36034.13	4
002441.SZ	20180821	54414	0.2	股权激励限售股份	72.29	72.09	39335.21	39227.61	4
300126.SZ	20180822	30633.84	0.53	股权激励限售股份	69.5	68.97	21290.18	21126.66	5
300131.SZ	20180822	106952.64	24.38	定向增发机构配售股份	83.08	58.7	88852.92	62781.47	5
600241.SS	20180824	22619.21	14.69	定向增发机构配售股份	100	85.31	22619.21	19295.91	5
600479.SS	20180824	34875.59	12.6	定向增发机构配售股份	100	87.4	34875.59	30481.92	5
000795.SZ	20180824	113368.41	17.92	定向增发机构配售股份	78.41	60.5	88897.13	68585.01	6
002539.SZ	20180824	101010	18.07	定向增发机构配售股份	58.34	40.27	58928.77	40678.77	4
300464.SZ	20180824	21053.75	0.73	股权激励限售股份	94.3	93.57	19853.75	19699.25	2
300476.SZ	20180824	37390	0.77	股权激励限售股份	99.99	99.22	37387	37098	2
300027.SZ	20180825	278461.39	10.45	定向增发机构配售股份	79.75	69.3	222083.23	192980.93	9
300435.SZ	20180825	24480	0.59	定向增发机构配售股份	98.52	97.93	24118.3	23974.3	2
000703.SZ	20180825	130320.77	0.22	股权激励限售股份	88.97	88.74	115943.76	115651.26	10
000906.SZ	20180826	39293.27	15.86	定向增发机构配售股份	100	84.14	39293.27	33060.58	3
002465.SZ	20180826	214575.17	7.02	定向增发机构配售股份	92.63	85.61	198765.07	183693.81	4
000564.SZ	20180826	75292.63	25.99	定向增发机构配售股份	95.05	69.06	71562.45	51997.23	16
600482.SS	20180826	173919.09	0.1	股权激励限售股份	52.96	52.86	92106.15	91937.19	8
600532.SS	20180827	51606.57	23.22	定向增发机构配售股份	100	76.78	51606.57	39623.44	5
300178.SZ	20180827	55548.06	0.78	股权激励限售股份	96.07	95.29	53362.59	52931.88	9
300247.SZ	20180827	71819.04	1.1	股权激励限售股份	76.15	75.05	54690.11	53898.11	10
002519.SZ	20180827	57505.19	0.03	股权激励限售股份	94.12	94.08	54121.88	54102.68	7
002523.SZ	20180827	84323.86	12.3	定向增发机构配售股份	99.41	87.12	83829.96	73459.83	5
002483.SZ	20180827	42027.98	14.34	定向增发机构配售股份	99.82	85.48	41951.88	35923.9	4
002044.SZ	20180828	242148.27	52.63	定向增发机构配售股份	99.99	47.35	242113.97	114661.69	4
002247.SZ	20180828	85181.1	0.25	股权激励限售股份	61.1	60.85	52043.4	51833.62	7
002298.SZ	20180828	63291.88	20.91	定向增发机构配售股份	90.28	69.36	57137.03	43900.37	5
002466.SZ	20180828	99427.02	0.26	股权激励限售股份	99.72	99.46	99145.82	98888.46	5
300271.SZ	20180828	64296.78	0.01	股权激励限售股份	75.45	75.44	48508.9	48502.55	6
002274.SZ	20180830	63490.98	21.26	定向增发机构配售股份	98.49	77.23	62533.28	49033.28	5
300179.SZ	20180831	47871.55	0.14	股权激励限售股份	68.39	68.26	32741.28	32675.77	5
600229.SS	20180901	70209.6	40.61	定向增发机构配售股份	100	59.39	70209.6	41697.07	8
600419.SS	20180901	10355.72	13.58	定向增发机构配售股份	100	86.42	10355.72	8949.9	5
600986.SS	20180901	86888.64	42.35	定向增发机构配售股份	100	57.65	86888.64	50087.41	4
000833.SZ	20180901	66840.19	43.43	定向增发机构配售股份	100	56.57	66839.94	37808.64	5
600623.SS	20180901	211743.09	44.43	定向增发机构配售股份	88.52	44.09	187433.09	93354.59	7
300332.SZ	20180901	77437.91	15.02	定向增发机构配售股份	98.44	83.42	76229.37	64601.47	4
002309.SZ	20180901	64153.11	0.05	股权激励限售股份	67.73	67.68	43451.55	43420.95	5
002542.SZ	20180902	174750	9.1	定向增发机构配售股份	49.62	40.52	86707.22	70807.84	6
300254.SZ	20180903	20830.8	7.51	定向增发机构配售股份	73.44	65.94	15299	13735.4	3
002396.SZ	20180906	53911.12	0.93	定向增发机构配售股份	100	99.07	53911.12	53410.27	4
002709.SZ	20180907	32535.96	0.49	股权激励限售股份	97.64	97.15	31768.18	31608.02	2
300388.SZ	20180907	30414.63	1.38	股权激励限售股份	99.98	98.6	30407.03	29987.93	3
002584.SZ	20180908	58521.64	14.56	定向增发机构配售股份	58.53	43.97	34253.44	25731.79	4
600027.SS	20180908	986297.67	2.14	定向增发机构配售股份	70.93	68.79	699574.31	678460.57	8
002747.SZ	20180908	24315.2	0.6	股权激励限售股份	100	99.4	24315.2	24168.6	1
000056.SZ	20180909	114778.49	53.81	定向增发机构配售股份	78.74	24.93	90373.32	28611.12	4
600708.SS	20180909	131872	41.84	定向增发机构配售股份	99.85	58.01	131673.24	76499.1	10
002528.SZ	20180909	92514.81	0.08	定向增发机构配售股份	74.27	74.19	68713.54	68637.51	3
600629.SS	20180910	35906.02	3.08	定向增发机构配售股份	100	96.92	35906.02	34799.98	7
002426.SZ	20180910	290612.36	2.38	定向增发机构配售股份	67.67	65.29	196664.14	189742.47	5
002178.SZ	20180911	72739.6	8.14	定向增发机构配售股份	88.05	79.91	64048.63	58128.46	7
300317.SZ	20180911	47230.75	36.77	定向增发机构配售股份	69.24	32.47	32703.47	15337.33	4
300339.SZ	20180911	35785.18	20.31	定向增发机构配售股份	91.49	71.18	32740.04	25473.63	7
600984.SS	20180912	63676.42	9.47	定向增发机构配售股份	100	90.53	63676.42	57646.16	5
300204.SZ	20180914	47595.02	0.19	股权激励限售股份	98.34	98.15	46803.77	46713.08	5
002343.SZ	20180914	31451	20.09	定向增发机构配售股份	83.76	63.68	26343.48	20026.54	4
002600.SZ	20180914	117721.19	14.08	定向增发机构配售股份	79.24	65.16	93281.97	76711.21	5
300073.SZ	20180915	18303.4	5.58	定向增发机构配售股份	96.6	91.02	17680.19	16659.66	4
300362.SZ	20180915	42561.69	0.99	股权激励限售股份	73.65	72.66	31344.72	30923.24	4
300358.SZ	20180916	44637.44	1.23	股权激励限售股份	41.59	40.36	18566.06	18017.17	4
601113.SS	20180917	83305	23.17	定向增发机构配售股份	100	76.83	83305	64000	4
300041.SZ	20180917	40078.44	15.69	定向增发机构配售股份	79.08	63.39	31695.15	25407.7	4
300296.SZ	20180918	76125.39	3.72	定向增发机构配售股份	63.37	59.65	48238.49	45407.39	8
300190.SZ	20180919	40812.09	1.32	定向增发机构配售股份	98.43	97.11	40169.71	39631.11	8
002389.SZ	20180920	70992.3	1.46	定向增发机构配售股份	61.66	60.2	43774.92	42738.87	6
300311.SZ	20180921	44833.13	16.11	定向增发机构配售股份	68.39	52.28	30662.78	23438.49	7
300170.SZ	20180921	83537.46	0.24	股权激励限售股份	80.6	80.36	67334.18	67133.14	16
300387.SZ	20180922	12468	0.65	股权激励限售股份	100	99.35	12468	12387	2
002712.SZ	20180922	28608.57	0.16	股权激励限售股份	93.63	93.47	26786.54	26741.54	2
300431.SZ	20180922	27678.89	0.14	股权激励限售股份	96.61	96.48	26741.87	26703.52	2
600444.SS	20180923	14642.19	28.29	定向增发机构配售股份	100	71.71	14642.19	10500	4
600571.SS	20180923	43967.92	3.51	定向增发机构配售股份	100	96.49	43967.92	42426.21	7
002559.SZ	20180923	37260.37	2.81	定向增发机构配售股份	86.48	83.67	32221.66	31175.1	5
300327.SZ	20180923	19063.33	0.42	股权激励限售股份	99.57	99.14	18980.68	18899.97	3
002123.SZ	20180924	86159.5	17.06	定向增发机构配售股份	94.3	77.24	81244.25	66549.68	5
002581.SZ	20180924	65973.56	29.43	定向增发机构配售股份	91.17	61.74	60148.41	40731.47	4
600848.SS	20180925	89517.21	30.05	定向增发机构配售股份	74.69	44.63	66858.21	39955.35	4
603889.SS	20180925	32462	0.56	股权激励限售股份	100	99.44	32462	32278.8	2
000811.SZ	20180925	43536.94	7.38	定向增发机构配售股份	100	92.62	43536.07	40323.92	5
300212.SZ	20180928	36978.62	13.03	定向增发机构配售股份	94.83	81.8	35067.87	30249.25	5
000838.SZ	20180928	110046.22	42.43	定向增发机构配售股份	100	57.57	110046.22	63349.9	6
600744.SS	20180928	178112.43	40.21	定向增发机构配售股份	86.68	46.47	154386.08	82763.44	2
000893.SZ	20180928	75690.33	46.7	定向增发机构配售股份	98.5	51.8	74551.85	39207.02	6
300072.SZ	20180928	119295.3	14.56	定向增发机构配售股份	91.53	76.96	109188.57	91813.77	5
300109.SZ	20180929	17048.24	19.59	定向增发机构配售股份	69.59	50	11863.74	8523.69	7
300013.SZ	20180929	29779.14	11.28	定向增发机构配售股份	100	88.72	29779.14	26419.14	5
300248.SZ	20180929	31162.43	1.81	定向增发机构配售股份	62.38	60.57	19438.11	18873.54	4
600074.SS	20180929	243963.6	0.2	股权激励限售股份	98.63	98.43	240632.89	240132.89	3
300030.SZ	20180930	30879.58	1.15	定向增发机构配售股份	82.32	81.17	25419.62	25064.61	9
002145.SZ	20180930	159356.76	14.18	定向增发机构配售股份	79.38	65.2	126503.09	103900.35	11
300051.SZ	20180930	36995.36	2.36	定向增发机构配售股份	69.45	67.09	25694.74	24820.59	6
000663.SZ	20181008	34101.98	8.92	定向增发机构配售股份	81.14	72.22	27670.07	24627.54	6
002389.SZ	20181008	70992.3	18.21	定向增发机构配售股份	79.87	61.66	56704.16	43774.92	6
002322.SZ	20181012	40299.87	12.29	定向增发机构配售股份	89.45	77.15	36047.51	31092.69	8
300210.SZ	20181014	26901.11	9.85	定向增发机构配售股份	52.68	42.83	14171.39	11521.69	4
000018.SZ	20181014	169824.5	34.26	定向增发机构配售股份	78.62	44.36	133518.81	75340.6	5
300352.SZ	20181015	51342.96	1.11	定向增发机构配售股份	61.72	60.6	31687.45	31115.38	4
300001.SZ	20181016	100196.49	0.88	定向增发机构配售股份	91.49	90.61	91674.07	90791.58	5
600891.SS	20181016	61758.58	37.59	定向增发机构配售股份,首发一般股份	99.77	62.19	61619.18	38405.51	7
002686.SZ	20181016	41200.5	0.34	股权激励限售股份	69.46	69.12	28618.38	28478.74	2
600848.SS	20181019	89517.21	13.34	定向增发机构配售股份	88.03	74.69	78802.66	66858.21	4
000069.SZ	20181019	820568.14	0.25	股权激励限售股份	75.08	74.82	616050.99	613984.74	9
002675.SZ	20181019	22060.67	18.5	定向增发机构配售股份	78.73	60.23	17368.09	13287.54	6
300338.SZ	20181019	25200	0.04	追加承诺限售股份上市流通	66.89	66.85	16856.77	16847.4	6
600354.SS	20181020	52780.21	15.16	定向增发机构配售股份	100	84.84	52780.21	44780.21	6
002180.SZ	20181020	99601.16	25.72	定向增发机构配售股份	93.76	68.03	93381.73	67759.47	3
002084.SZ	20181020	45631.62	11.01	定向增发机构配售股份	99.67	88.66	45481.62	40455.58	5
600845.SS	20181021	78324.92	3.9	定向增发机构配售股份	70.79	66.89	55444.92	52393.19	6
600162.SS	20181021	239468.64	25.03	定向增发机构配售股份	99.59	74.55	238476.84	178532.6	1
002475.SZ	20181021	188596.19	0.3	股权激励限售股份	99.89	99.59	188384.68	187820.07	4
002322.SZ	20181022	40299.87	8.52	定向增发机构配售股份	97.97	89.45	39481.24	36047.51	8
300247.SZ	20181023	71819.04	5.47	定向增发机构配售股份	81.62	76.15	58615.69	54690.11	10
002415.SZ	20181024	610315.84	0.39	股权激励限售股份	78.55	78.16	479390.16	477009.2	10
000957.SZ	20181026	59290.39	19.55	定向增发机构配售股份	99.99	80.45	59287.27	47697.87	5
300367.SZ	20181026	80591.75	0.21	股权激励限售股份	94.02	93.81	75771.48	75602.06	4
002217.SZ	20181026	142247.42	5.82	定向增发机构配售股份	95.84	90.01	136323.78	128038.73	5
002772.SZ	20181026	31964.74	1.77	股权激励限售股份	98.05	96.28	31342.61	30776.53	2
300444.SZ	20181027	28339.12	1.06	股权激励限售股份	100	98.94	28339.12	28039.12	2
300302.SZ	20181027	42147	1.26	股权激励限售股份	57.76	56.51	24346.03	23816.83	7
300187.SZ	20181027	64760.49	0.52	股权激励限售股份	98.71	98.19	63924.65	63590.4	5
600313.SS	20181028	108219.87	8.19	定向增发机构配售股份	100	91.81	108219.87	99359.65	5
600704.SS	20181028	287112.16	55.28	定向增发机构配售股份	86.35	31.06	247908.95	89179.69	6
300418.SZ	20181028	112715.25	0.63	股权激励限售股份	96.57	95.94	108850.3	108142.82	2
300410.SZ	20181028	18112.08	1.58	股权激励限售股份	98.07	96.49	17763.4	17477.05	2
002099.SZ	20181028	152287.72	0.11	股权激励限售股份	98.25	98.14	149621.14	149461.14	7
300054.SZ	20181028	48772.4	0.41	股权激励限售股份	69.69	69.28	33988.7	33788.9	11
600299.SS	20181029	268190.13	78.58	定向增发机构配售股份	100	21.42	268190.13	57455.94	5
000615.SZ	20181029	78025.06	45.6	定向增发机构配售股份	91.11	45.51	71089.89	35511.71	5
000851.SZ	20181029	59136.43	0.92	定向增发机构配售股份	99.03	98.11	58560.5	58019.3	15
002482.SZ	20181029	155121.97	13.94	定向增发机构配售股份	99.92	85.98	155003.75	133374.33	8
600422.SS	20181029	78868.86	13.49	定向增发机构配售股份	100	86.51	78868.86	68226.04	12
002560.SZ	20181030	42818.14	0.41	股权激励限售股份	67.51	67.1	28905.01	28729.57	5
002255.SZ	20181102	62063.45	7.95	定向增发机构配售股份	82.34	74.39	51102.88	46168.03	5
300498.SZ	20181102	435029.69	17.51	首发原股东限售股份	99.99	82.48	434977.19	358800.3	1
002663.SZ	20181102	170576.6	1.19	定向增发机构配售股份	66.53	65.33	113480.58	111442.67	6
002551.SZ	20181103	44406.7	0.16	股权激励限售股份	61.1	60.94	27134.61	27063.39	6
002139.SZ	20181103	45228	1.75	股权激励限售股份	81.18	79.44	36718.09	35928.2	6
600980.SS	20181104	15220.99	5.84	定向增发机构配售股份	100	94.16	15220.99	14332.59	4
603306.SS	20181104	21390	0.55	股权激励限售股份	100	99.45	21390	21273	2
000971.SZ	20181104	43094.54	42.79	定向增发机构配售股份	99.55	56.76	42902.22	24460.68	4
002606.SZ	20181104	20400	0.78	股权激励限售股份	74.48	73.69	15192.92	15032.92	3
002168.SZ	20181104	78100.48	0.8	股权激励限售股份	99.58	98.78	77772.48	77144.48	6
600405.SS	20181105	43794.28	0.96	股权激励限售股份	100	99.04	43794.28	43372.78	6
002599.SZ	20181105	13500	0.89	股权激励限售股份	68.75	67.86	9281.25	9161.25	4
002385.SZ	20181105	410066.91	8.64	定向增发机构配售股份	66.74	58.09	273665.8	238220.04	4
002247.SZ	20181105	85181.1	0.01	股权激励限售股份	61.11	61.1	52052.4	52043.4	7
000703.SZ	20181105	130320.77	10.81	定向增发机构配售股份	99.78	88.97	130028.27	115943.76	10
600704.SS	20181106	287112.16	13.65	定向增发机构配售股份	100	86.35	287112.16	247908.95	6
600576.SS	20181106	63496.86	24.44	定向增发机构配售股份	100	75.56	63496.86	47980.48	3
000010.SZ	20181106	81985.47	6.29	定向增发机构配售股份	78.03	71.74	63971.48	58812.45	2
002197.SZ	20181106	42603.68	0.1	股权激励限售股份	81.04	80.95	34526.77	34485.67	6
300448.SZ	20181106	20220.22	0.25	股权激励限售股份	80.88	80.63	16354.02	16302.57	3
601599.SS	20181106	89418.86	1.94	定向增发机构配售股份	99.6	97.66	89057.21	87324.6	6
000967.SZ	20181109	72738.66	32.02	定向增发机构配售股份	99.91	67.89	72671.16	49383.4	7
300370.SZ	20181109	53578.07	4.76	定向增发机构配售股份	83.83	79.07	44913.72	42365.43	5
601012.SS	20181110	177433.95	0.08	股权激励限售股份	99.53	99.45	176602.86	176454.86	8
300112.SZ	20181110	26658.82	2.85	定向增发机构配售股份	59.03	56.18	15735.66	14976.86	3
002769.SZ	20181110	37670.74	0.53	股权激励限售股份	82.31	81.78	31007.59	30808.22	2
002454.SZ	20181110	42212	0.16	股权激励限售股份	55.48	55.33	23419.85	23353.85	4
600522.SS	20181111	261077.11	12.83	定向增发机构配售股份	100	87.17	261077.11	227584.41	7
002502.SZ	20181111	42991.44	9.14	定向增发机构配售股份	73.31	64.18	31517.47	27590.09	6
002640.SZ	20181111	128880.92	5.08	定向增发机构配售股份	72.15	67.07	92992.29	86444.71	4
000062.SZ	20181112	72131.68	7.54	定向增发机构配售股份	100	92.46	72131.65	66694.96	3
002332.SZ	20181112	61080.81	16.16	定向增发机构配售股份	92.72	76.56	56631.25	46760.44	4
300038.SZ	20181112	19043.1	9.59	定向增发机构配售股份	75.67	66.08	14409.41	12583.33	12
000513.SZ	20181112	39663.19	0.1	股权激励限售股份	61.26	61.17	24299.01	24260.74	5
000796.SZ	20181112	80300.03	69.3	定向增发机构配售股份	99.93	30.64	80247.16	24601.33	3
002176.SZ	20181113	146918.21	1.76	定向增发机构配售股份	99.94	98.19	146835.69	144252.49	7
300353.SZ	20181113	51693.82	5.82	定向增发机构配售股份	69.23	63.41	35788.46	32779.11	3
000851.SZ	20181114	59136.43	0.42	股权激励限售股份	99.44	99.03	58807	58560.5	15
600981.SS	20181116	224243.32	67.41	定向增发机构配售股份	78.19	10.79	175343.56	24185.46	6
000428.SZ	20181116	101892.6	29.44	定向增发机构配售股份	99.98	70.54	101874.87	71874.87	6
002074.SZ	20181116	87635	0.32	股权激励限售股份	96.7	96.38	84741.61	84461.25	6
600076.SS	20181117	103426.41	27.26	定向增发机构配售股份	100	72.74	103426.41	75237.46	4
300063.SZ	20181117	29057.08	13.12	定向增发机构配售股份	72.03	58.92	20931.05	17119.09	5
002596.SZ	20181117	32436.14	11.42	定向增发机构配售股份	83.54	72.12	27097.23	23391.47	9
600758.SS	20181117	134087.93	49.19	定向增发机构配售股份	93.11	43.92	124850.78	58886.73	6
600777.SS	20181117	106611.49	22.01	定向增发机构配售股份	80.67	58.66	86003.05	62542.33	3
600162.SS	20181118	239468.64	0.41	股权激励限售股份	100	99.59	239468.64	238476.84	1
002340.SZ	20181118	291086.96	17.48	定向增发机构配售股份	99.85	82.37	290659.73	239771.21	6
300098.SZ	20181118	107476.46	9.18	定向增发机构配售股份	62.52	53.33	67191.8	57322.37	7
002454.SZ	20181118	42212	1.01	股权激励限售股份	56.49	55.48	23847.28	23419.85	4
600196.SS	20181119	231407.54	0.04	股权激励限售股份	82.54	82.5	191011.25	190919.62	8
002010.SZ	20181119	325781.47	71.3	定向增发机构配售股份	83.97	12.67	273569.35	41281.31	6
300016.SZ	20181119	32599.33	5.94	定向增发机构配售股份	83.97	78.03	27373.74	25435.76	6
600498.SS	20181119	104669.35	0.9	股权激励限售股份	99.56	98.67	104212.89	103272.89	10
600525.SS	20181119	131801.82	0.05	股权激励限售股份	89.26	89.2	117641.44	117570.64	10
000698.SZ	20181120	81951.44	19.35	定向增发机构配售股份	95.87	76.52	78566.76	62708.18	4
600970.SS	20181120	175425.79	4.05	定向增发机构配售股份	100	95.95	175425.79	168321.07	4
600614.SS	20181120	175277.38	11.44	定向增发机构配售股份	74.93	63.49	131336.27	111276.92	9
002507.SZ	20181120	52623.82	1.02	定向增发机构配售股份	98.15	97.13	51649.38	51112.58	7
300271.SZ	20181120	64296.78	0.97	定向增发机构配售股份	76.41	75.45	49132.06	48508.9	6
600587.SS	20181121	40642.81	0.12	定向增发机构配售股份	100	99.88	40642.81	40593.45	14
002169.SZ	20181122	31611.14	15.7	定向增发机构配售股份	75.36	59.66	23822.23	18858.33	7
002567.SZ	20181123	49319.55	14.68	定向增发机构配售股份	99.81	85.13	49226.55	41985.6	4
002124.SZ	20181123	63667.99	27.92	定向增发机构配售股份	76.15	48.24	48485.57	30711.78	5
300368.SZ	20181123	54394.86	5.23	定向增发机构配售股份	90.31	85.07	49123.57	46276.18	2
603788.SS	20181123	14097	0.59	股权激励限售股份	100	99.41	14097	14013.6	3
600584.SS	20181124	103591.48	4.96	定向增发机构配售股份	100	95.04	103591.48	98457	9
600480.SS	20181125	45093.42	19.79	定向增发机构配售股份	100	80.21	45093.42	36171.48	7
600325.SS	20181125	116904.56	9.03	定向增发机构配售股份	100	90.97	116904.56	106344.56	5
002188.SZ	20181125	29958.51	37.36	定向增发机构配售股份	100	62.64	29958.51	18765.17	5
300324.SZ	20181125	99996.62	2.74	定向增发机构配售股份	64.84	62.1	64842.37	62098.52	6
300133.SZ	20181127	174662.55	10.01	定向增发机构配售股份	76.02	66.01	132775.68	115289.35	7
000018.SZ	20181127	169824.5	5.8	定向增发机构配售股份	84.42	78.62	143366.37	133518.81	5
603118.SS	20181127	35561.91	0.79	股权激励限售股份	100	99.21	35561.91	35280.57	2
000793.SZ	20181127	201736.6	1.07	定向增发机构配售股份	98.22	97.15	198141.76	195988.47	9
300204.SZ	20181130	47595.02	0.02	股权激励限售股份	98.36	98.34	46812.45	46803.77	5
000587.SZ	20181130	106187.47	42.88	定向增发机构配售股份	100	57.12	106187.45	60650.58	5
300451.SZ	20181130	21100.35	0.73	股权激励限售股份	90.51	89.78	19098.89	18943.83	2
000540.SZ	20181130	468956.6	0.32	股权激励限售股份	92.78	92.46	435093.54	433583.29	6
300001.SZ	20181201	100196.49	2.78	定向增发机构配售股份	94.27	91.49	94458.57	91674.07	5
300369.SZ	20181201	36485.32	0.46	股权激励限售股份	98.88	98.42	36077	35907.53	5
600062.SS	20181202	72447.06	21.09	定向增发机构配售股份	100	78.91	72447.06	57169.59	5
600705.SS	20181202	897632.58	11.12	定向增发机构配售股份	95.99	84.87	861653.3	761855.11	4
002349.SZ	20181202	42029.48	7.21	定向增发机构配售股份	99.55	92.35	41841.97	38812.48	4
603002.SS	20181202	61396.17	0.68	股权激励限售股份	100	99.32	61396.17	60977.32	4
600617.SS	20181203	108466.37	7.05	定向增发机构配售股份	89.88	82.83	97491.43	89841.43	8
600677.SS	20181203	52179.17	17.04	定向增发机构配售股份	100	82.96	52179.17	43285.35	4
601992.SS	20181203	1067777.11	1.77	定向增发机构配售股份	78.05	76.28	833391.83	814523.9	6
300422.SZ	20181203	12728.5	0.77	股权激励限售股份	100	99.23	12728.5	12629.95	2
300425.SZ	20181203	17662.13	7.43	定向增发机构配售股份	95.98	88.55	16951.48	15639.39	2
601599.SS	20181203	89418.86	0.4	股权激励限售股份	100	99.6	89418.86	89057.21	6
002562.SZ	20181203	54054.39	0.8	股权激励限售股份	61.2	60.4	33081.32	32647.32	4
601155.SS	20181204	222048.42	68.26	首发原股东限售股份	100	31.74	222048.42	70468.42	1
300367.SZ	20181204	80591.75	4.18	定向增发机构配售股份	98.2	94.02	79143.26	75771.48	4
300098.SZ	20181204	107476.46	16.42	定向增发机构配售股份	78.94	62.52	84838.85	67191.8	7
002640.SZ	20181204	128880.92	0.7	股权激励限售股份	72.85	72.15	93892.29	92992.29	4
002512.SZ	20181204	109538.61	5.3	定向增发机构配售股份	51.97	46.67	56932.48	51125.54	5
002645.SZ	20181207	20944.5	23.17	定向增发机构配售股份	94.13	70.96	19716	14862.87	4
600282.SS	20181207	396207.25	2.18	定向增发机构配售股份	100	97.82	396207.25	387575.25	5
000760.SZ	20181207	78864.46	1.07	股权激励限售股份	100	98.93	78864.46	78024.46	5
300237.SZ	20181208	80726.25	19.27	定向增发机构配售股份	79.63	60.36	64279.39	48724.88	6
603398.SS	20181208	21120	75	首发原股东限售股份	100	25	21120	5280	1
600679.SS	20181208	40219.89	12.08	定向增发机构配售股份	57.33	45.26	23059.89	18201.97	4
002010.SZ	20181208	325781.47	13.72	定向增发机构配售股份	97.69	83.97	318264.78	273569.35	6
300359.SZ	20181208	63377.25	1.99	定向增发机构配售股份	87.28	85.29	55317.79	54057.25	3
600597.SS	20181209	123063.67	0.15	股权激励限售股份	99.99	99.84	123046.96	122861.94	10
600981.SS	20181209	224243.32	21.81	定向增发机构配售股份	100	78.19	224243.32	175343.56	6
002779.SZ	20181209	13200	66	首发原股东限售股份	100	34	13200	4488	1
002783.SZ	20181209	8347	48.72	首发原股东限售股份	100	51.28	8347	4280.2	1
603936.SS	20181209	16735	66.48	首发原股东限售股份	100	33.52	16735	5610	1
603696.SS	20181209	12000	71.25	首发原股东限售股份	100	28.75	12000	3450	1
